Date;Open;High;Low;Close*;Adj Close**;Volume
2018-06-29;2727.13;2743.26;2718.03;2718.37;2718.37;3565620000
2018-06-28;2698.69;2724.34;2691.99;2716.31;2716.31;3428140000
2018-06-27;2728.45;2746.09;2699.38;2699.63;2699.63;3776090000
2018-06-26;2722.12;2732.91;2715.6;2723.06;2723.06;3555090000
2018-06-25;2742.94;2742.94;2698.67;2717.07;2717.07;3655080000
2018-06-22;2760.79;2764.17;2752.68;2754.88;2754.88;5450550000
2018-06-21;2769.28;2769.28;2744.39;2749.76;2749.76;3300060000
2018-06-20;2769.73;2774.86;2763.91;2767.32;2767.32;3327600000
2018-06-19;2752.01;2765.05;2743.19;2762.59;2762.59;3661470000
2018-06-18;2765.79;2774.99;2757.12;2773.75;2773.75;3287150000
2018-06-15;2777.78;2782.81;2761.73;2779.66;2779.66;5428790000
2018-06-14;2783.21;2789.06;2776.52;2782.49;2782.49;3526890000
2018-06-13;2787.94;2791.47;2774.65;2775.63;2775.63;3779230000
2018-06-12;2785.6;2789.8;2778.78;2786.85;2786.85;3401010000
2018-06-11;2780.18;2790.21;2780.17;2782;2782;3232330000
2018-06-08;2765.84;2779.39;2763.59;2779.03;2779.03;3123210000
2018-06-07;2774.84;2779.9;2760.16;2770.37;2770.37;3711330000
2018-06-06;2753.25;2772.39;2748.46;2772.35;2772.35;3651640000
2018-06-05;2748.46;2752.61;2739.51;2748.8;2748.8;3517790000
2018-06-04;2741.67;2749.16;2740.54;2746.87;2746.87;3376510000
2018-06-01;2718.7;2736.93;2718.7;2734.62;2734.62;3684130000
2018-05-31;2720.98;2722.5;2700.68;2705.27;2705.27;4235370000
2018-05-30;2702.43;2729.34;2702.43;2724.01;2724.01;3561050000
2018-05-29;2705.11;2710.67;2676.81;2689.86;2689.86;3736890000
2018-05-25;2723.6;2727.36;2714.99;2721.33;2721.33;2995260000
2018-05-24;2730.94;2731.97;2707.38;2727.76;2727.76;3256030000
2018-05-23;2713.98;2733.33;2709.54;2733.29;2733.29;3326290000
2018-05-22;2738.34;2742.24;2721.88;2724.44;2724.44;3366310000
2018-05-21;2735.39;2739.19;2725.7;2733.01;2733.01;3019890000
2018-05-18;2717.35;2719.5;2709.18;2712.97;2712.97;3368690000
2018-05-17;2719.71;2731.96;2711.36;2720.13;2720.13;3475400000
2018-05-16;2712.62;2727.76;2712.17;2722.46;2722.46;3202670000
2018-05-15;2718.59;2718.59;2701.91;2711.45;2711.45;3290680000
2018-05-14;2738.47;2742.1;2725.47;2730.13;2730.13;2972660000
2018-05-11;2722.7;2732.86;2717.45;2727.72;2727.72;2862700000
2018-05-10;2705.02;2726.11;2704.54;2723.07;2723.07;3333050000
2018-05-09;2678.12;2701.27;2674.14;2697.79;2697.79;3909500000
2018-05-08;2670.26;2676.34;2655.2;2671.92;2671.92;3717570000
2018-05-07;2680.34;2683.35;2664.7;2672.63;2672.63;3237960000
2018-05-04;2621.45;2670.93;2615.32;2663.42;2663.42;3327220000
2018-05-03;2628.08;2637.14;2594.62;2629.73;2629.73;3851470000
2018-05-02;2654.24;2660.87;2631.7;2635.67;2635.67;4010770000
2018-05-01;2642.96;2655.27;2625.41;2654.8;2654.8;3559850000
2018-04-30;2682.51;2682.87;2648.04;2648.05;2648.05;3734530000
2018-04-27;2675.47;2677.35;2659.01;2669.91;2669.91;3219030000
2018-04-26;2651.65;2676.48;2647.16;2666.94;2666.94;3665720000
2018-04-25;2634.92;2645.3;2612.67;2639.4;2639.4;3499440000
2018-04-24;2680.8;2683.55;2617.32;2634.56;2634.56;3706740000
2018-04-23;2675.4;2682.86;2657.99;2670.29;2670.29;3017480000
2018-04-20;2692.56;2693.94;2660.61;2670.14;2670.14;3388590000
2018-04-19;2701.16;2702.84;2681.9;2693.13;2693.13;3349370000
2018-04-18;2710.11;2717.49;2703.63;2708.64;2708.64;3383410000
2018-04-17;2692.74;2713.34;2692.05;2706.39;2706.39;3234360000
2018-04-16;2670.1;2686.49;2665.16;2677.84;2677.84;3019700000
2018-04-13;2676.9;2680.26;2645.05;2656.3;2656.3;2960910000
2018-04-12;2653.83;2674.72;2653.83;2663.99;2663.99;3021320000
2018-04-11;2643.89;2661.43;2639.25;2642.19;2642.19;3020760000
2018-04-10;2638.41;2665.45;2635.78;2656.87;2656.87;3543930000
2018-04-09;2617.18;2653.55;2610.79;2613.16;2613.16;3062960000
2018-04-06;2645.82;2656.88;2586.27;2604.47;2604.47;3299700000
2018-04-05;2657.36;2672.08;2649.58;2662.84;2662.84;3178970000
2018-04-04;2584.04;2649.86;2573.61;2644.69;2644.69;3350340000
2018-04-03;2592.17;2619.14;2575.49;2614.45;2614.45;3392810000
2018-04-02;2633.45;2638.3;2553.8;2581.88;2581.88;3598520000
2018-03-29;2614.41;2659.07;2609.72;2640.87;2640.87;3565990000
2018-03-28;2611.3;2632.65;2593.06;2605;2605;3864500000
2018-03-27;2667.57;2674.78;2596.12;2612.62;2612.62;3706350000
2018-03-26;2619.35;2661.36;2601.81;2658.55;2658.55;3511100000
2018-03-23;2646.71;2657.67;2585.89;2588.26;2588.26;3815080000
2018-03-22;2691.36;2695.68;2641.59;2643.69;2643.69;3739800000
2018-03-21;2714.99;2739.14;2709.79;2711.93;2711.93;3415510000
2018-03-20;2715.05;2724.22;2710.05;2716.94;2716.94;3261030000
2018-03-19;2741.38;2741.38;2694.59;2712.92;2712.92;3302130000
2018-03-16;2750.57;2761.85;2749.97;2752.01;2752.01;5372340000
2018-03-15;2754.27;2763.03;2741.47;2747.33;2747.33;3500330000
2018-03-14;2774.06;2777.11;2744.38;2749.48;2749.48;3391360000
2018-03-13;2792.31;2801.9;2758.68;2765.31;2765.31;3301650000
2018-03-12;2790.54;2796.98;2779.26;2783.02;2783.02;3185020000
2018-03-09;2752.91;2786.57;2751.54;2786.57;2786.57;3364100000
2018-03-08;2732.75;2740.45;2722.65;2738.97;2738.97;3212320000
2018-03-07;2710.18;2730.6;2701.74;2726.8;2726.8;3393270000
2018-03-06;2730.18;2732.08;2711.26;2728.12;2728.12;3370690000
2018-03-05;2681.06;2728.09;2675.75;2720.94;2720.94;3710810000
2018-03-02;2658.89;2696.25;2647.32;2691.25;2691.25;3882450000
2018-03-01;2715.22;2730.89;2659.65;2677.67;2677.67;4503970000
2018-02-28;2753.78;2761.52;2713.54;2713.83;2713.83;4230660000
2018-02-27;2780.45;2789.15;2744.22;2744.28;2744.28;3745080000
2018-02-26;2757.37;2780.64;2753.78;2779.6;2779.6;3424650000
2018-02-23;2715.8;2747.76;2713.74;2747.3;2747.3;3189190000
2018-02-22;2710.42;2731.26;2697.77;2703.96;2703.96;3701270000
2018-02-21;2720.53;2747.75;2701.29;2701.33;2701.33;3779400000
2018-02-20;2722.99;2737.6;2706.76;2716.26;2716.26;3627610000
2018-02-16;2727.14;2754.42;2725.11;2732.22;2732.22;3637460000
2018-02-15;2713.46;2731.51;2689.82;2731.2;2731.2;3684910000
2018-02-14;2651.21;2702.1;2648.87;2698.63;2698.63;4003740000
2018-02-13;2646.27;2668.84;2637.08;2662.94;2662.94;3472870000
2018-02-12;2636.75;2672.61;2622.45;2656;2656;4055790000
2018-02-09;2601.78;2638.67;2532.69;2619.55;2619.55;5680070000
2018-02-08;2685.01;2685.27;2580.56;2581;2581;5305440000
2018-02-07;2690.95;2727.67;2681.33;2681.66;2681.66;4626570000
2018-02-06;2614.78;2701.04;2593.07;2695.14;2695.14;5891660000
2018-02-05;2741.06;2763.39;2638.17;2648.94;2648.94;5283460000
2018-02-02;2808.92;2808.92;2759.97;2762.13;2762.13;4301130000
2018-02-01;2816.45;2835.96;2812.7;2821.98;2821.98;3938450000
2018-01-31;2832.41;2839.26;2813.04;2823.81;2823.81;4261280000
2018-01-30;2832.74;2837.75;2818.27;2822.43;2822.43;3990650000
2018-01-29;2867.23;2870.62;2851.48;2853.53;2853.53;3573830000
2018-01-26;2847.48;2872.87;2846.18;2872.87;2872.87;3443230000
2018-01-25;2846.24;2848.56;2830.94;2839.25;2839.25;3835150000
2018-01-24;2845.42;2852.97;2824.81;2837.54;2837.54;4014070000
2018-01-23;2835.05;2842.24;2830.59;2839.13;2839.13;3519650000
2018-01-22;2809.16;2833.03;2808.12;2832.97;2832.97;3471780000
2018-01-19;2802.6;2810.33;2798.08;2810.3;2810.3;3639430000
2018-01-18;2802.4;2805.83;2792.56;2798.03;2798.03;3681470000
2018-01-17;2784.99;2807.04;2778.38;2802.56;2802.56;3778050000
2018-01-16;2798.96;2807.54;2768.64;2776.42;2776.42;4325970000
2018-01-12;2770.18;2787.85;2769.64;2786.24;2786.24;3573970000
2018-01-11;2752.97;2767.56;2752.78;2767.56;2767.56;3641320000
2018-01-10;2745.55;2750.8;2736.06;2748.23;2748.23;3576350000
2018-01-09;2751.15;2759.14;2747.86;2751.29;2751.29;3453480000
2018-01-08;2742.67;2748.51;2737.6;2747.71;2747.71;3242650000
2018-01-05;2731.33;2743.45;2727.92;2743.15;2743.15;3236620000
2018-01-04;2719.31;2729.29;2719.07;2723.99;2723.99;3695260000
2018-01-03;2697.85;2714.37;2697.77;2713.06;2713.06;3538660000
2018-01-02;2683.73;2695.89;2682.36;2695.81;2695.81;3367250000
